script_id	speaker_ko	script_ko	speaker_en	script_en	speaker_ja	script_ja
3011	너리	정말 마지막이야. 마지막 5마리.\n해 줄 거라고 믿어, 친구.	Neori	This is really the last time. The last 5.\nI believe you'll do it, friend.	ノリ	本当に最後だ。 最後の5匹。\nしてくれると信じている、友よ。
3012	너리	뭐야? 마음이 바뀌었어?	Neori	What? Did you change your mind?	ノリ	何だ?気が変わった？
3013	너리	좋았어! 그럼 이번에도 부탁 좀 할게.<br>나도 내가 한 말은 확실히 지킬 테니까!	Neori	Great! Then I'll ask you a favor this time too.<br>I'll definitely keep my word too!	ノリ	よし！じゃあ、今回も頼む。<br>私も言ったことはちゃんと守るからさ！
3014	너리	이런… 끝까지 책임감 갖고 임하는 게 상인과 모험가의 공통 미덕이잖아.\n곤란하게 됐네.	Neori	Oh no... Taking responsibility to the end is the virtue of merchants and adventurers.\nThis has become troublesome.	ノリ	やれやれ… 最後まで責任感を持って臨むのが商人と冒険家の共通美徳じゃないか。\n困ったな。
3015	너리	정말 대단해. 모든 도전을 완료했어!\n이제는 자유롭게 세상을 둘러보도록 해.	Neori	Really amazing. You've completed all the challenges!\nNow go ahead and explore the world freely.	ノリ	本当にすごいな。 すべての挑戦を完了した！\nこれからは自由に世の中を見回すんだな。
4001	네로	거긴 못 지나갈걸? 특별한 힘이라도 있으면 모를까.	Nero	You won't be able to pass through there, right? Unless you have some special power or something.	ネロ	そこは通れないわよ？ 特別な力でもあればともかく。
4002	네로	이 앞은 조심하는 게 좋을 거야.\n보통 힘으로는 저기 있는 놈들을 해치우기 어려울 테니까.	Nero	You'd better be careful up ahead.\nIt would be difficult to take out those guys over there with ordinary strength.	ネロ	この先は気をつけたほうがいいわよ。\n普通の力ではあそこにいるやつらをやっつけるのは難しいだろうから。
4003	네로	여길 지나가면 검은 포식자의 기운이 강한 곳을 찾을 수 있을 거야.\n거기로 가면 너가 원하는 것을 찾을 수 있을지도 몰라.\n왜 자꾸 도움을 주냐는 표정이네?\n나는 네가 세상을 바꿀 수 있다고 믿거든.	Nero	If you pass through here, you'll be able to find a place where the dark predator's aura is strong.\nIf you go there, you might be able to find what you're looking for.\nAre you curious why I keep helping you?\nI believe you can change the world.	ネロ	ここを通り過ぎると、黒い捕食者の気が強いところを見つけることができるはずよ。\nそこに行けば、あなたが欲しいものを見つけられるかもしれない。\nどうして助けてくれるのか、聞きたい表情だね？\n私はね、あなたが世界を変えられると信じているからよ。
4101	코르	너는 누구지? 처음 보는데.\n.....\n너도 네가 누군지 모르겠다는 표정이네.\n검은 재가 흩날렸던 그때에 태어났나 보구나.\n그때 태어난 이들은 대부분 자신이 누군지조차 모르거든.\n아니, 알 수 없는 것이겠지.\n가엽군... 검은 포식자들이 모든 것들을 뺏어갔구나.\n너한테서도. 나한테서도.	Cor	Who are you? I've never seen you before.\n.....\nYou also look like you don't know who you are.\nYou must have been born when the black ash was scattering.\nMost of those born at that time don't even know who they are.\nNo, it would be impossible to know.\nPoor thing... The dark predators took everything away.\nFrom you too. From me too.	コル	きみは誰かい？ 初めて見るんだけど。\n……\nきみもきみが誰だか分からないという表情だな。\n黒い灰が舞い散ったその時に生まれたのか。\nその時に生まれたものたちは、ほとんど自分が誰なのかさえ知らないからな。\nいや、知りたくても出来ないことだろう。\n哀れだな…… 黒い捕食者たちにすべてを奪われてしまったな。\nきみも。 ぼくも。
4102	코르	또 보는군.\n.....\n이상하게 널 보면 내 아들이 생각나...\n나와 내 아들은 원래 검은 포식자의 숙주였어.\n같은 검은 포식자로서 그들을 도왔었지...\n하지만 힘이 약해 도움이 되지 않는다면서 <br>그들이 우리를 배신했어.\n그래서 내 아들 레이븐과 함께 녀석들에게서 도망쳤지.<br>우리를 죽이려고 했거든.\n하늘로 도망치려고 했는데 내 아들은 날지 못했어.<br>이미 그들에게 날개를 잃었더군.\n그렇게 레이븐은 다시 그들 손에 잡히고 말았지.\n나는 내 아들에게로 돌아가려고 했지만 가는 길이 전부 막혀 있었다.\n나는… 나는 아무것도 할 수 없었어.\n그저 내 아들이 무사히 살아 있길 바랄 뿐...	Cor	We meet again.\n.....\nStrangely, when I see you, I think of my son...\nMy son and I were originally hosts of the dark predators.\nWe helped them as fellow dark predators...\nBut saying our power was too weak to be of help,<br>they betrayed us.\nSo my son Raven and I ran away from them.<br>Because they tried to kill us.\nWe tried to escape to the sky, but my son couldn't fly.<br>He had already lost his wings to them.\nThat's how Raven was captured by them again.\nI tried to go back to my son, but all the paths were blocked.\nI... I couldn't do anything.\nI can only hope that my son is safe and alive...	コル	また会えたか。\n……\n妙にきみを見るとぼくの息子のことを思い出す…\nぼくとぼくの息子はもともと黒い捕食者の宿主だった。\n同じ黒い捕食者として彼らを助けた…\nしかし、力が弱くて役に立たないと<br>彼らはぼくたちを裏切った。\nそれでぼくの息子レイブンと一緒に奴らから逃げたのだ。<br>あいつらはぼくたちを殺そうとしたからな。\n空に逃げようとしたが、ぼくの息子は飛べなかった。<br>すでに彼らに翼を失っていたんだ。\n結局レイブンは再び彼らの手に取られてしまった。\nぼくは息子のところに戻ろうとしたが、行く道が全部ふさがっていた。\nぼくは… ぼくは何もできなかった。\nただぼくの息子が無事に生きていることを願うだけ…
4201	StageReset	신비한 빛의 힘으로 모든 것을 되돌릴 수 있을 것 같다.<br><br><size=67%>수락 시 해당 스테이지의 모든 진행상황이 리셋되며 스테이지 초입으로 돌아가게 됩니다.<br>진행하시겠습니까?<size=67%>	StageReset	With the mysterious power of light, it seems like everything can be turned back.<br><br><size=67%>Upon acceptance, all progress in this stage will be reset and you will return to the beginning of the stage.<br>Do you wish to proceed?<size=67%>	StageReset	不思議な光の力ですべてを取り戻せそうだ。<br><br><size=67%>確認時、今のステージのすべての進行状況がリセットされ、ステージの入り口に戻ることになります。<br>進行しますか？<size=67%>
5001		<i>"안녕. 잘 지내, 친구?"</i>\n<i>"여긴 뭐 여전해. 검은 포식자들이 세상 무서울 것 없이 날뛰고 있어."</i>\n<i>"검은 재가 흩날리고,"</i>\n<i>"우리의 실체가 모두 사라졌던 날부터 아주 그들의 낙원이지."</i>\n<i>"원래부터 실체 없는 것들처럼 흑색이었던 놈들이 어련하겠어?"</i>\n뒷장은 바람에 날아간 모양이다….		<i>"Hello. How are you doing, friend?"</i>\n<i>"Things are still the same here. The dark predators are rampaging without fear."</i>\n<i>"Black ash is scattering,"</i>\n<i>"Since the day all our substance disappeared, it's been quite their paradise."</i>\n<i>"What would you expect from those who are black like things without substance from the beginning?"</i>\nThe next page seems to have been blown away by the wind….		<i>"やぁ。 元気か、わが友よ。"</i>\n<i>"ここはまあ相変わらずだよ。 黒い捕食者たちが怖いものなしに暴れている。"</i>\n<i>"黒い灰が舞い散って"</i>\n<i>"私たちの実体がすべて消えた日から、彼らの楽園さ。"</i>\n<i>"もともと実体のないもののように黒だったやつらだ。あたりまえだろう？"</i>\n後ろのページは風に飛ばされたらしい…
5002		…! 언젠가 보았던 편지의 뒷장인 것 같다.\n<i>"하지만 난 그렇게 생각해, 친구."</i>\n<i>"왜, 옛 동화에도 나오는 얘기잖아."</i>\n<i>"이런 포식자들에게도 목숨을 걸고 덤비는 영웅들이 있다고 말이야."</i>\n<i>"지난 십오 년간은 나타나지 않았지만, 분명 있을 거야."</i>\n<i>"그러니 좋은 소식을 들으면 또 편지 할게."</i>		…! It seems to be the back page of a letter I saw once.\n<i>"But I think so, friend."</i>\n<i>"It's a story that comes out in old fairy tales too."</i>\n<i>"They say there are heroes who risk their lives to fight against such predators."</i>\n<i>"They haven't appeared in the past 15 years, but they must exist."</i>\n<i>"So I'll write again when I hear good news."</i>		…! いつか見た手紙の裏紙のようだ。\n<i>"でも私はこう思うのだ、友よ。"</i>\n<i>"何、昔話にもよく出ることじゃないか。"</i>\n<i>"こういう捕食者たちにさえも、命をかけて立ち向かう英雄たちがいるって。"</i>\n<i>"この15年間は現れなかったが、きっとどこかにあるはずだ。"</i>\n<i>"だからいい知らせを聞いたらまた手紙を書くよ。"</i>
5003		캠핑에 쓰이는 도구가 들어 있는 짐이다.\n안쪽을 뒤져 보니 낡은 책이 한 권 있다.\n<i>"…실체를 빼앗기면서,"</i>\n<i>"얼어붙어 있던 빙하는 녹아내리고 포식자들은 날뛰기 시작했다."</i>\n<i>"다채롭고 아름다웠던 세상이 무채색이 된 날,"</i>\n<i>"많은 시인들이 탄식의 시를 지어 읊었다."</i>\n<i>"이제 동물도 사람도 살 곳을 잃었다."</i>\n<i>"기세등등해진 저 검은 녀석들을 제외하면……."</i>		It's luggage containing tools used for camping.\nLooking inside, there's an old book.\n<i>"...as their substance was taken away,"</i>\n<i>"the frozen glaciers melted and the predators began to rampage."</i>\n<i>"The day the diverse and beautiful world became colorless,"</i>\n<i>"many poets composed and recited poems of lamentation."</i>\n<i>"Now both animals and people have lost their place to live."</i>\n<i>"Except for those black creatures who have become triumphant……."</i>		キャンプ用の道具が入っている荷物だ。\n内側を探してみると古い本が一冊ある。\n<i>"…実体を奪われながら、"</i>\n<i>"凍り付いていた氷河は溶け、捕食者たちは暴れ始めた。"</i>\n<i>"多彩で美しかった世界が無彩色になった日、"</i>\n<i>"多くの詩人が嘆きの詩を作り詠んだ。"</i>\n<i>"もう動物も人も住む所を失った。"</i>\n<i>"勢いに乗ったあの黒いやつらを除けば……"</i>
5004		벽화에서 떨어져 나온 조각이다.\nאֵשׁ		It's a fragment that fell from the mural.\nאֵשׁ		壁画から切り離された破片だ。\nאֵשׁ
5005		...! 언젠가 보았던 벽화조각의 다른 부분인 것 같다.\n<i>빛이 강할수록 그림자는 짙어진다.</i>		...! It seems to be another part of the mural fragment I saw once.\n<i>The stronger the light, the darker the shadow becomes.</i>		...! いつか見た壁画の破片の別の部分のようだ。\n<i>光が強いほど影は濃くなる。</i>
